Code INSEE;Code Postal;Commune;Département;Région;Statut;Altitude Moyenne;Superficie;Population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
95627;95810;VALLANGOUJARD;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;91.0;752.0;0.6000000000000001;49.13407498667727,2.103933448424288;"{""coordinates"": [[[2.105550735568773, 49.11355787858875], [2.100515031328002, 49.11248628964522], [2.091845442234113, 49.116359473128725], [2.093402587801008, 49.126010170295864], [2.086897007345477, 49.14143526867116], [2.090308767557176, 49.14381684521505], [2.085309258689889, 49.149083846731685], [2.08549562904522, 49.15250195905794], [2.105727573788025, 49.14935416245743], [2.11200578707246, 49.143727126127835], [2.116042961287111, 49.14166186325498], [2.126082003354004, 49.142859096071064], [2.128802230846663, 49.14001957357654], [2.114212416486921, 49.122883282150056], [2.109012373473051, 49.123339416126626], [2.105550735568773, 49.11355787858875]]], ""type"": ""Polygon""}";16206;627;34;3;95;11
91600;91450;SOISY-SUR-SEINE;ESSONNE;ILE-DE-FRANCE;Commune simple;73.0;869.0;7.2;48.6601163856366,2.4629601160607493;"{""coordinates"": [[[2.452250501631966, 48.6376188656602], [2.437760992970383, 48.648471422000476], [2.429370468774642, 48.653558716681005], [2.464023051113638, 48.67286080613511], [2.4679013727919212, 48.67077338083275], [2.493174071816828, 48.680687845185844], [2.498251929359605, 48.676679655647575], [2.504247097460525, 48.67181155368668], [2.469822588477613, 48.66211085619238], [2.465971103549404, 48.648340326261504], [2.452250501631966, 48.6376188656602]]], ""type"": ""Polygon""}";36180;600;32;2;91;11
77316;77250;MORET-SUR-LOING;SEINE-ET-MARNE;ILE-DE-FRANCE;Chef-lieu canton;61.0;497.0;4.4;48.36509292101436,2.8117258584869633;"{""coordinates"": [[[2.793781300405696, 48.343468804253106], [2.794036645128217, 48.34719401040796], [2.802335199396488, 48.36212508297952], [2.7963345247897142, 48.37073392016463], [2.813557647689977, 48.37643925717178], [2.81485658657986, 48.37956317761281], [2.823448377102824, 48.382860104002624], [2.827979434211062, 48.37673996607535], [2.822431259173861, 48.360087616537804], [2.8162402068417283, 48.35462604131628], [2.7988115847007853, 48.34797595787734], [2.793781300405696, 48.343468804253106]]], ""type"": ""Polygon""}";16593;316;21;4;77;11
77171;77450;ESBLY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;59.0;309.0;5.7;48.90056364411812,2.8123884506331303;"{""coordinates"": [[[2.8121763092837773, 48.88803379357739], [2.807495114145141, 48.88902457946908], [2.801396393259797, 48.90763890917906], [2.807765521604681, 48.91182195948694], [2.806567628004384, 48.914760667818406], [2.823919381205963, 48.90371728883481], [2.8213745318694423, 48.89797606908017], [2.824450943375254, 48.89575937098465], [2.8121763092837773, 48.88803379357739]]], ""type"": ""Polygon""}";27426;171;08;1;77;11
93071;93270;SEVRAN;SEINE-SAINT-DENIS;ILE-DE-FRANCE;Chef-lieu canton;56.0;730.0;50.0;48.93860701530393,2.531240575670606;"{""coordinates"": [[[2.517563921864038, 48.925663154559494], [2.508171724051222, 48.93752240559492], [2.512247662799389, 48.94393286352931], [2.524146063258125, 48.95057228131036], [2.544321371410522, 48.94957155080629], [2.554613080761701, 48.941948515778066], [2.557045023117815, 48.935302946618414], [2.557242618170468, 48.93453929660935], [2.546897110776249, 48.93444667508039], [2.536505421140909, 48.927284676378314], [2.517563921864038, 48.925663154559494]]], ""type"": ""Polygon""}";36095;071;31;2;93;11
78609;78250;TESSANCOURT-SUR-AUBETTE;YVELINES;ILE-DE-FRANCE;Commune simple;77.0;445.0;0.9;49.02504309934821,1.91835280056432;"{""coordinates"": [[[1.907059474812613, 49.01225586064429], [1.9050836948454362, 49.0255650674309], [1.912473689832882, 49.04161205283494], [1.937802165256433, 49.02177632637226], [1.931983412542174, 49.01748915466961], [1.9194740028240331, 49.01482327633622], [1.9149517051624971, 49.015987510522486], [1.907059474812613, 49.01225586064429]]], ""type"": ""Polygon""}";8730;609;14;1;78;11
95046;95420;BANTHELU;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;139.0;818.0;0.1;49.12563517098665,1.814933620136037;"{""coordinates"": [[[1.815330093342677, 49.107983180028455], [1.793543439588511, 49.11485237218501], [1.796001115157529, 49.11755663096772], [1.792450634077603, 49.122952224234055], [1.798500883707448, 49.13145624759786], [1.803473410443909, 49.131523783134575], [1.804916998078482, 49.13785042722443], [1.813245452905432, 49.14100805227383], [1.836024359371009, 49.14035832363404], [1.8315758782315732, 49.120056530226684], [1.827638423752092, 49.11667320345177], [1.815330093342677, 49.107983180028455]]], ""type"": ""Polygon""}";13463;046;16;3;95;11
91540;91530;SAINT-CHERON;ESSONNE;ILE-DE-FRANCE;Chef-lieu canton;115.0;1150.0;4.8;48.54919758294944,2.126628204060858;"{""coordinates"": [[[2.122410068994462, 48.529422449465024], [2.107435756607926, 48.54179774108395], [2.098142660634168, 48.54332894478187], [2.09312433970227, 48.55225995834119], [2.101563674611421, 48.55478894482548], [2.117879971401559, 48.56199996832867], [2.12047031427474, 48.567551694511295], [2.129550296131533, 48.5700923663105], [2.138846663506775, 48.56529319975475], [2.144977610070677, 48.55587362029024], [2.155730605985093, 48.54872659939803], [2.155298704655112, 48.53853092930365], [2.139622056321306, 48.537051106255724], [2.122410068994462, 48.529422449465024]]], ""type"": ""Polygon""}";16935;540;24;1;91;11
93039;93450;L'ILE-SAINT-DENIS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;Commune simple;27.0;174.0;7.0;48.93956937690977,2.325452527639678;"{""coordinates"": [[[2.319818645919999, 48.91593565477114], [2.3220207470967162, 48.91867302900511], [2.328449603145653, 48.922765082737804], [2.335979310392034, 48.93157517168615], [2.334910109308868, 48.94154233701017], [2.311672196871864, 48.9479489311775], [2.290973573225161, 48.9509667880772], [2.292278635406989, 48.95138816756393], [2.303086637241905, 48.9518471632058], [2.316550676724552, 48.94970345784704], [2.333301726450123, 48.94560714688079], [2.338363986450168, 48.94261361157128], [2.341602733244579, 48.9337285216851], [2.332841787729642, 48.92292451353294], [2.319818645919999, 48.91593565477114]]], ""type"": ""Polygon""}";36036;039;29;3;93;11
77188;77590;FONTAINE-LE-PORT;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;78.0;788.0;0.9;48.484244898786216,2.767063542110035;"{""coordinates"": [[[2.785382445822468, 48.457072462117374], [2.771011951491883, 48.46171466105052], [2.771630583130208, 48.46875987621187], [2.765647977472523, 48.47855401404694], [2.748818116917198, 48.4865351241281], [2.744863905911629, 48.487075456106304], [2.739443952610853, 48.49661746758932], [2.744042614256283, 48.502861668038676], [2.7612792257468133, 48.501988957732685], [2.767966469142625, 48.4927903277799], [2.783135311610998, 48.49030010391985], [2.791641535317881, 48.47830558991062], [2.780368319616903, 48.46911821401275], [2.785382445822468, 48.457072462117374]]], ""type"": ""Polygon""}";13304;188;05;2;77;11
95018;95100;ARGENTEUIL;VAL-D'OISE;ILE-DE-FRANCE;Sous-préfecture;55.0;1738.0;102.8;48.95113446291027,2.241040950198396;"{""coordinates"": [[[2.231143021098716, 48.927737920336384], [2.206092558306279, 48.94065942932365], [2.20585834678071, 48.94974074221644], [2.20672620015295, 48.95998035486502], [2.225735542248568, 48.971030787219796], [2.249072244123377, 48.96397601701786], [2.264544733644791, 48.962156456706104], [2.2746232862242293, 48.964142285708824], [2.288460772442903, 48.95898243888734], [2.292278635406989, 48.95138816756393], [2.290973573225161, 48.9509667880772], [2.267584467005027, 48.946086955634065], [2.247595355674966, 48.93673642401929], [2.231143021098716, 48.927737920336384]]], ""type"": ""Polygon""}";20246;018;99;1;95;11
77447;77240;SEINE-PORT;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;62.0;858.0;2.0;48.55146966611446,2.554396546263307;"{""coordinates"": [[[2.5608955112323, 48.53565587803923], [2.548988349377239, 48.537293522511916], [2.534843252707495, 48.540684416078605], [2.529631444172375, 48.54630425891711], [2.531199123112667, 48.552805359176894], [2.545072110507509, 48.56243960079806], [2.547892863232417, 48.56851338456845], [2.555735636255415, 48.570710858100995], [2.560354717427497, 48.56623023365368], [2.566637015831156, 48.56374351513118], [2.568602041595207, 48.55717486099904], [2.582277018828639, 48.55354445144665], [2.582072569927205, 48.54689592350922], [2.567435089405929, 48.544225827291704], [2.5608955112323, 48.53565587803923]]], ""type"": ""Polygon""}";36261;447;34;2;77;11
78126;78170;LA CELLE-SAINT-CLOUD;YVELINES;ILE-DE-FRANCE;Chef-lieu canton;146.0;587.0;20.8;48.846948712438156,2.135191262282002;"{""coordinates"": [[[2.120532066760668, 48.83602526240543], [2.110636173500444, 48.84108762197621], [2.110906795125841, 48.849984569688154], [2.119793951377809, 48.84826950369984], [2.12244991835009, 48.850780303142194], [2.139863841938104, 48.85590729468212], [2.144469036605585, 48.861813207633226], [2.153764153313586, 48.86440651880216], [2.150411650175781, 48.85850089314343], [2.15986759327731, 48.84772119662741], [2.150032315970161, 48.84666240780287], [2.1458725226078172, 48.836901430637404], [2.120532066760668, 48.83602526240543]]], ""type"": ""Polygon""}";33967;126;03;3;78;11
77145;77390;CRISENOY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;91.0;1289.0;0.6000000000000001;48.603256268543674,2.744696188366741;"{""coordinates"": [[[2.722595901590187, 48.57788250873263], [2.725423397400891, 48.58674951365206], [2.716340778826443, 48.59394246253825], [2.718302726565776, 48.609877685867964], [2.737424136172532, 48.61354643454091], [2.742641880995925, 48.622849770499336], [2.747662055590961, 48.62285151699598], [2.747732235515239, 48.61955047032684], [2.757679481100424, 48.619013428945756], [2.77056350756696, 48.62317668126912], [2.780430733954501, 48.61594524251161], [2.775080099518942, 48.607758672527886], [2.766489133668767, 48.605808170162554], [2.769335161570365, 48.60325908138934], [2.735094923149907, 48.58056463137278], [2.722595901590187, 48.57788250873263]]], ""type"": ""Polygon""}";10788;145;22;2;77;11
95611;95810;THEUVILLE;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;104.0;500.0;0.0;49.15679653571165,2.069166353797235;"{""coordinates"": [[[2.06738791145883, 49.14336268427382], [2.0585465456801, 49.153247288888146], [2.049501022419505, 49.156143341079606], [2.04924248261183, 49.16275887944943], [2.073413893321274, 49.16965474666309], [2.075710738866396, 49.16389107250973], [2.087381672230862, 49.16059940796742], [2.08549562904522, 49.15250195905794], [2.085309258689889, 49.149083846731685], [2.06738791145883, 49.14336268427382]]], ""type"": ""Polygon""}";28475;611;17;3;95;11
95675;95380;VILLERON;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;115.0;571.0;0.7000000000000001;49.060842981965656,2.534510974497196;"{""coordinates"": [[[2.528282398893841, 49.03795710045971], [2.527578926776576, 49.047629525681856], [2.516209776425437, 49.053680683864414], [2.522694064921331, 49.062653344804225], [2.529064478109476, 49.0783867550641], [2.533555495909169, 49.07973500776335], [2.545737230936195, 49.07039451431889], [2.551966397858728, 49.05902553286411], [2.550033684077604, 49.05311976658718], [2.535957596385262, 49.049910123463455], [2.528282398893841, 49.03795710045971]]], ""type"": ""Polygon""}";29962;675;13;2;95;11
78192;78111;DAMMARTIN-EN-SERVE;YVELINES;ILE-DE-FRANCE;Commune simple;126.0;1382.0;1.0;48.91140659919804,1.6178129010273632;"{""coordinates"": [[[1.585663741799062, 48.88803003214539], [1.583190131446946, 48.89422489379979], [1.587206448214507, 48.89652093120504], [1.586868498862356, 48.903442550951695], [1.6089955215099292, 48.92701435669571], [1.6060885809168322, 48.93718875452583], [1.6182935704339, 48.93307595303148], [1.645334772309478, 48.92159361350931], [1.6551463489087421, 48.91266516190731], [1.649152594931349, 48.90701239027854], [1.640057004066878, 48.90525454057755], [1.631886356967517, 48.89687783207653], [1.600861081271959, 48.897553696812594], [1.59506091939316, 48.888545418639524], [1.585663741799062, 48.88803003214539]]], ""type"": ""Polygon""}";14866;192;08;1;78;11
78503;78270;PORT-VILLEZ;YVELINES;ILE-DE-FRANCE;Commune simple;94.0;535.0;0.2;49.05796006590213,1.516336864282526;"{""coordinates"": [[[1.518853299919206, 49.04113477149731], [1.503031083509276, 49.04949117111816], [1.503287581685151, 49.059099070507486], [1.5128218752328841, 49.07785101561992], [1.5102551118530512, 49.08428513632119], [1.516567561351379, 49.07994769327512], [1.521347391405011, 49.068351721386], [1.533165302915589, 49.047803509652205], [1.5317483833285301, 49.04662607898311], [1.518853299919206, 49.04113477149731]]], ""type"": ""Polygon""}";28718;503;02;1;78;11
77323;77230;MOUSSY-LE-VIEUX;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;105.0;720.0;1.0;49.047876565985575,2.623619689737214;"{""coordinates"": [[[2.610870139912926, 49.031410297965174], [2.601309902534438, 49.03516450623582], [2.600761460780565, 49.04779613215349], [2.6173332540728813, 49.054369037383566], [2.6250857843497393, 49.062575851680876], [2.634734829890367, 49.064170103149515], [2.644442463624521, 49.06329107144277], [2.64323345934904, 49.04409930881132], [2.610870139912926, 49.031410297965174]]], ""type"": ""Polygon""}";10617;323;09;1;77;11
78172;78700;CONFLANS-SAINTE-HONORINE;YVELINES;ILE-DE-FRANCE;Chef-lieu canton;44.0;990.0;35.3;49.00010078226905,2.099071905203418;"{""coordinates"": [[[2.074387266455771, 48.98480538809012], [2.071883805063116, 48.993392091232664], [2.071694219065903, 49.00170883566148], [2.084914920835882, 49.01467871491032], [2.107910568187225, 49.00906963902812], [2.121243149324691, 49.01849316921592], [2.126808839435841, 49.008669060428446], [2.121573868024871, 48.99489922332096], [2.127452767863036, 48.989051940351985], [2.089784163683794, 48.98802568623896], [2.074387266455771, 48.98480538809012]]], ""type"": ""Polygon""}";30996;172;06;3;78;11
92062;92800;PUTEAUX;HAUTS-DE-SEINE;ILE-DE-FRANCE;Chef-lieu canton;45.0;318.0;44.9;48.88370949689581,2.238341783143101;"{""coordinates"": [[[2.231736346483731, 48.86906948087001], [2.234147783142018, 48.87752083453298], [2.223611532056816, 48.88276809552511], [2.233785235553238, 48.89567616526661], [2.253756950262125, 48.88688989505178], [2.245698308986428, 48.87646099663309], [2.231736346483731, 48.86906948087001]]], ""type"": ""Polygon""}";35357;062;33;2;92;11
91685;91700;VILLIERS-SUR-ORGE;ESSONNE;ILE-DE-FRANCE;Commune simple;67.0;178.0;3.9;48.65841998185248,2.299501207919609;"{""coordinates"": [[[2.298933684863028, 48.65012825587546], [2.291425498413626, 48.652197714667764], [2.291325367895718, 48.65758521237107], [2.30007159073682, 48.66959134757039], [2.309444824262695, 48.657052920054404], [2.298933684863028, 48.65012825587546]]], ""type"": ""Polygon""}";22228;685;14;3;91;11
77350;77330;OZOIR-LA-FERRIERE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;108.0;1566.0;20.4;48.76356123961116,2.679625081993538;"{""coordinates"": [[[2.6733956406702033, 48.743783924751455], [2.6652631842329573, 48.752260875322875], [2.650712780357524, 48.74970983741689], [2.644772580400759, 48.75519671999482], [2.648481044467624, 48.75998355326593], [2.640676077628485, 48.763414044502355], [2.640856497812167, 48.768828989103966], [2.64911607211257, 48.774798553411394], [2.668821087485197, 48.7746119667986], [2.670031110334599, 48.78123483714439], [2.699950616147494, 48.77777012537729], [2.7049834024352633, 48.77817839031716], [2.705018822557863, 48.78154219073424], [2.710176443770087, 48.78159978187216], [2.713816662152812, 48.77544774039521], [2.709814081191255, 48.77334250059162], [2.714117544689658, 48.76026663017338], [2.703953986206554, 48.74854056477865], [2.6858958758880203, 48.74792779604215], [2.6733956406702033, 48.743783924751455]]], ""type"": ""Polygon""}";24852;350;33;5;77;11
95094;95720;BOUQUEVAL;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;89.0;282.0;0.30000000000000004;49.02234174044534,2.429974227947997;"{""coordinates"": [[[2.44323824416714, 49.01264908014776], [2.429427643287212, 49.01547969678326], [2.42512418886243, 49.01398445607198], [2.421759342025464, 49.01906682604786], [2.410273733201858, 49.023992571796164], [2.428552350886877, 49.02917943751124], [2.43492316081793, 49.03434400537755], [2.4381978296547633, 49.02872140022423], [2.44323824416714, 49.01264908014776]]], ""type"": ""Polygon""}";21630;094;13;2;95;11
95280;95190;GOUSSAINVILLE;VAL-D'OISE;ILE-DE-FRANCE;Chef-lieu canton;88.0;1146.0;31.0;49.024343017008746,2.466198488664081;"{""coordinates"": [[[2.4911364534711162, 49.010047153194925], [2.4668714616492062, 49.00888975184724], [2.44323824416714, 49.01264908014776], [2.4381978296547633, 49.02872140022423], [2.4426020408105362, 49.03499134411677], [2.4597283537103243, 49.04249691894285], [2.464444758139822, 49.04406463995934], [2.474330557914061, 49.041725470342286], [2.4855612104420572, 49.027800666570386], [2.498573492607255, 49.02411504684313], [2.4911364534711162, 49.010047153194925]]], ""type"": ""Polygon""}";27125;280;30;2;95;11
91549;91700;SAINTE-GENEVIEVE-DES-BOIS;ESSONNE;ILE-DE-FRANCE;Chef-lieu canton;74.0;936.0;34.1;48.641252380388096,2.330194178908992;"{""coordinates"": [[[2.349942576141706, 48.62018443430192], [2.33048581041898, 48.620229566830076], [2.32933364611619, 48.63285251563555], [2.312746746621521, 48.64445180105236], [2.2978563797418072, 48.64441895785391], [2.298933684863028, 48.65012825587546], [2.309444824262695, 48.657052920054404], [2.318728500486487, 48.665642670298666], [2.324345880587344, 48.65653565365251], [2.33686153765609, 48.65030936920091], [2.35539549700628, 48.641227013024064], [2.349942576141706, 48.62018443430192]]], ""type"": ""Polygon""}";20245;549;25;3;91;11
94004;94470;BOISSY-SAINT-LEGER;VAL-DE-MARNE;ILE-DE-FRANCE;Chef-lieu canton;84.0;888.0;16.2;48.74703599217744,2.525280490193689;"{""coordinates"": [[[2.536504385710327, 48.728220513858034], [2.528039935486367, 48.72910477057844], [2.516967746637521, 48.738486555141755], [2.511800422325241, 48.74430283297119], [2.502673470776474, 48.747314220774406], [2.493159732460952, 48.75923652268636], [2.499748965754346, 48.762969894355884], [2.5270754279769463, 48.75604780152826], [2.556647169370998, 48.75454229930818], [2.548619600414611, 48.75006909881906], [2.5493596427308303, 48.7431193548259], [2.536504385710327, 48.728220513858034]]], ""type"": ""Polygon""}";16960;004;02;1;94;11
95120;95430;BUTRY-SUR-OISE;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;54.0;278.0;2.0;49.08390632600191,2.191844489160496;"{""coordinates"": [[[2.193145931475593, 49.07385868960018], [2.180003427060421, 49.079263756714674], [2.173592146378556, 49.088184661166196], [2.184008249322145, 49.086592338605364], [2.19765443622747, 49.09207921615473], [2.208226071881916, 49.091061306992074], [2.206045370753447, 49.08683880811929], [2.193145931475593, 49.07385868960018]]], ""type"": ""Polygon""}";33553;120;34;3;95;11
77244;77760;LARCHANT;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;98.0;2925.0;0.7000000000000001;48.28292753218605,2.598866695865823;"{""coordinates"": [[[2.630231513392097, 48.25956658827031], [2.584816160382239, 48.25345039054609], [2.576068103569985, 48.25562378515569], [2.57802164057613, 48.265744142828716], [2.56617909584574, 48.276831325318206], [2.556179562661858, 48.27819785062293], [2.554077375920945, 48.28131209552797], [2.55057784869319, 48.29017040330157], [2.556305158415698, 48.296904124822554], [2.564660884094916, 48.30071407576371], [2.574422734161492, 48.30089354053878], [2.589619151230176, 48.309737635698305], [2.604232643914313, 48.312459601706024], [2.615127585791105, 48.318478718973], [2.610771518144204, 48.30190041144272], [2.61358393237338, 48.299048460028196], [2.622960548795697, 48.296505450436854], [2.647597818993479, 48.29824589941869], [2.642635259361143, 48.29033129459604], [2.644657251161642, 48.28439006939359], [2.633587908846341, 48.27684339206434], [2.630231513392097, 48.25956658827031]]], ""type"": ""Polygon""}";26843;244;03;4;77;11
77172;77940;ESMANS;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;87.0;1783.0;0.9;48.34295198072317,2.969156533008346;"{""coordinates"": [[[2.9711488074938233, 48.31300970653486], [2.947606571971625, 48.33197657882264], [2.947238996621306, 48.33523335081672], [2.938492506758355, 48.33734343595164], [2.9385645099646043, 48.35658799334784], [2.940032513141221, 48.359593708818856], [2.953882313114851, 48.36109339107121], [2.964446894584054, 48.37042675838928], [2.975564726679596, 48.359759311446695], [2.9945329723868372, 48.35462447522769], [3.000067473463278, 48.33847503909292], [3.004939078607779, 48.33869986171514], [3.005100333979593, 48.33166416482367], [2.9832306167881733, 48.324285470279044], [2.968404864608111, 48.322752931262016], [2.9711488074938233, 48.31300970653486]]], ""type"": ""Polygon""}";21886;172;20;3;77;11
78524;78150;ROCQUENCOURT;YVELINES;ILE-DE-FRANCE;Commune simple;136.0;288.0;3.2;48.83271865555604,2.104422271308639;"{""coordinates"": [[[2.112676124617275, 48.82851123738547], [2.100586756530543, 48.824139766534394], [2.0917388025515242, 48.8238030685563], [2.089120120222795, 48.826337463396264], [2.102663856993995, 48.842745920428314], [2.110636173500444, 48.84108762197621], [2.120532066760668, 48.83602526240543], [2.112676124617275, 48.82851123738547]]], ""type"": ""Polygon""}";28792;524;32;4;78;11
91093;91470;BOULLAY-LES-TROUX;ESSONNE;ILE-DE-FRANCE;Commune simple;162.0;488.0;0.7000000000000001;48.675351505587564,2.048283137718107;"{""coordinates"": [[[2.066511580703987, 48.686899239571446], [2.068271578379629, 48.67733311016709], [2.055361177000532, 48.67242804375131], [2.051973961269219, 48.662983039280874], [2.042071987087786, 48.663866378243], [2.028902045077204, 48.663741819935744], [2.033637154412816, 48.678667582349796], [2.037629292827011, 48.68022007128578], [2.042551609691257, 48.6806914703136], [2.045836488373521, 48.686780582203454], [2.05565873854103, 48.686786806065626], [2.066511580703987, 48.686899239571446]]], ""type"": ""Polygon""}";12106;093;13;3;91;11
77438;77400;SAINT-THIBAULT-DES-VIGNES;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;57.0;458.0;6.3;48.86370305836409,2.675768108084379;"{""coordinates"": [[[2.682287506280284, 48.84920581523064], [2.662331351245629, 48.8501584135312], [2.6653878452343482, 48.86227197261834], [2.662008878593698, 48.87466409355319], [2.673953998830155, 48.87652283001623], [2.680162376432985, 48.87129657626423], [2.694166759216122, 48.8730238890733], [2.696453631985896, 48.866608587950175], [2.677300527888495, 48.85792497147961], [2.682287506280284, 48.84920581523064]]], ""type"": ""Polygon""}";35025;438;14;5;77;11
95328;95690;LABBEVILLE;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;86.0;805.0;0.6000000000000001;49.13383057241547,2.135029241941356;"{""coordinates"": [[[2.135135583712825, 49.11609406376553], [2.114212416486921, 49.122883282150056], [2.128802230846663, 49.14001957357654], [2.126082003354004, 49.142859096071064], [2.116042961287111, 49.14166186325498], [2.11200578707246, 49.143727126127835], [2.128735629635042, 49.153757774961036], [2.141707687025254, 49.14439216881239], [2.159904571670819, 49.13955736666394], [2.143412843801699, 49.11918343634561], [2.135135583712825, 49.11609406376553]]], ""type"": ""Polygon""}";21578;328;34;3;95;11
77345;77750;ORLY-SUR-MORIN;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;115.0;590.0;0.7000000000000001;48.90114069886617,3.226584965931738;"{""coordinates"": [[[3.239815274264353, 48.89544108453154], [3.235819249747731, 48.889468703602134], [3.216602291933175, 48.89233779035611], [3.208451849315562, 48.89023891032936], [3.207249913977214, 48.90006127142502], [3.211404891371329, 48.90883103160836], [3.219280953814401, 48.91308845270027], [3.239605278349213, 48.909083700201556], [3.252405398956277, 48.90413832646504], [3.239815274264353, 48.89544108453154]]], ""type"": ""Polygon""}";16710;345;26;3;77;11
78264;78490;GAMBAISEUIL;YVELINES;ILE-DE-FRANCE;Commune simple;152.0;1915.0;0.1;48.756548428249346,1.7252732258803212;"{""coordinates"": [[[1.7114628478025442, 48.736224311291124], [1.6750930537982942, 48.743400289377774], [1.695020420419675, 48.7580302159449], [1.714760362490519, 48.75806439602197], [1.71108263993238, 48.764303384467794], [1.698996813965465, 48.77098166303022], [1.699484175721063, 48.77436013228484], [1.705637228251891, 48.779779017856754], [1.7209294579812071, 48.780582363536205], [1.72683722391507, 48.78613239404295], [1.732277470407034, 48.77679949111494], [1.743435707580228, 48.77009016600777], [1.7447106886397812, 48.76347421146259], [1.758762180550733, 48.762487695476096], [1.7673480537198372, 48.7659227757897], [1.7640971351949961, 48.73829208599931], [1.744067233748596, 48.74271558982576], [1.722939509258077, 48.743498920923685], [1.7114628478025442, 48.736224311291124]]], ""type"": ""Polygon""}";26038;264;18;2;78;11
77445;77176;SAVIGNY-LE-TEMPLE;SEINE-ET-MARNE;ILE-DE-FRANCE;Chef-lieu canton;83.0;1208.0;28.1;48.58847857687908,2.573738612681532;"{""coordinates"": [[[2.596397775088799, 48.59383908910749], [2.596093833260563, 48.57698064388651], [2.584880735281772, 48.561838539894964], [2.580612984950866, 48.55998846705468], [2.566637015831156, 48.56374351513118], [2.560354717427497, 48.56623023365368], [2.575552398698415, 48.58245035878875], [2.574333262373566, 48.58899467699784], [2.541450338188157, 48.59688743492498], [2.542512560919663, 48.60880133027488], [2.562552324301325, 48.60983913223618], [2.582212279808433, 48.60587086253007], [2.58648426238363, 48.60251254365482], [2.596397775088799, 48.59383908910749]]], ""type"": ""Polygon""}";17261;445;34;2;77;11
94052;94130;NOGENT-SUR-MARNE;VAL-DE-MARNE;ILE-DE-FRANCE;Sous-préfecture;63.0;279.0;31.0;48.83666347128477,2.481667415327268;"{""coordinates"": [[[2.465755861466258, 48.82628372037433], [2.467245943197848, 48.839088269853825], [2.491523260867017, 48.8476388283287], [2.497599519350123, 48.8308106206705], [2.475805615804708, 48.830618156735014], [2.465755861466258, 48.82628372037433]]], ""type"": ""Polygon""}";4022;052;19;2;94;11
78325;78580;JUMEAUVILLE;YVELINES;ILE-DE-FRANCE;Commune simple;121.0;769.0;0.6000000000000001;48.906608360591996,1.783987757189948;"{""coordinates"": [[[1.783104314586686, 48.89141370722681], [1.770432297410547, 48.89606905822859], [1.762304075572207, 48.899439011009434], [1.7614791409547892, 48.908883099684545], [1.78481043591284, 48.925256907877085], [1.800092331041829, 48.91301755180869], [1.8050307431843082, 48.91247332694661], [1.8056581682382, 48.89880895174771], [1.783104314586686, 48.89141370722681]]], ""type"": ""Polygon""}";8366;325;07;1;78;11
77268;77700;MAGNY-LE-HONGRE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;118.0;464.0;5.5;48.866827281001,2.814422747828517;"{""coordinates"": [[[2.834509512037865, 48.859378786853526], [2.814432634017069, 48.855680102440175], [2.7983896860184583, 48.856202736080405], [2.800218190696758, 48.86272588337276], [2.803626486075425, 48.87701261332019], [2.818912662614895, 48.880301190589286], [2.828654135152851, 48.87847195476637], [2.823383877222938, 48.87258282281413], [2.827151311351162, 48.86294767620005], [2.835635799914221, 48.860954149003], [2.834509512037865, 48.859378786853526]]], ""type"": ""Polygon""}";36409;268;43;5;77;11
94043;94270;LE KREMLIN-BICETRE;VAL-DE-MARNE;ILE-DE-FRANCE;Chef-lieu canton;81.0;155.0;26.4;48.80922010197917,2.356579652432156;"{""coordinates"": [[[2.347778462376922, 48.80149599950683], [2.344856549104409, 48.80541037414988], [2.356354375206668, 48.815959695907644], [2.3642070157190442, 48.81639743914582], [2.367222958711972, 48.8080311661678], [2.347778462376922, 48.80149599950683]]], ""type"": ""Polygon""}";28830;043;16;3;94;11
