"Réseau	";" Intitulé original de l'indicateur";"Intitulé usager de l'indicateur";"Type d'indicateur";"Sources et méthodes";Affichage;Pondération;"Type d'Unité";Unité;"Code sp+ indicateur";"Type de graphe";"Type de graphe évolution";Utile;"Pas utile";"Date de mise à jour";Actif
"Ministère de la Justice";"Accessibilité des locaux";"Taux de satisfaction quant à l'accessibilité des locaux";satisfaction;"Source: Ministère de la justice/SADJAV. Méthodes: nombre de personnes déclarant avoir bénéficié d'un accueil attentif et courtois dans les bureaux d'aide aux victimes / nombre total de répondants à l'enquête de satisfaction exprimé en %";Oui;;Taux;%;IND-290;;Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAV;"Taux de satisfaction globale concernant la demande de retraite";"Taux de satisfaction globale des usagers";satisfaction;;Oui;;Taux;%;IND-13;"Multi Barres";Evolution;1;2;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"IAE : Délai de traitement des dossiers";"Délai de traitement des dossiers concernant l'insertion par l’activité économique";performance;"Délai de validation par l'ASP d'une convention permettant la première mise en paiement";Oui;;Temporel;jour;IND-45;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux de mention à l'examen du Bac Technologique";"Taux de mention à l'examen du Bac Technologique";performance;"DECIEA, décisionnel de l'enseignement agricole";Oui;;Taux;%;IND-77;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
DGFIP;"Taux de satisfaction relatif aux services en ligne";"Taux de satisfaction relatif aux services en ligne";satisfaction;"Cet indicateur indique le taux d’usagers particuliers satisfaits des services en ligne au titre d’une utilisation au cours de l’année précédente. Il est obtenu à l’issue d’une enquête en ligne, adressée à un panel de 200 000 usagers ayant créé un espace personnel sur le site impots.gouv.fr. Lesservices mesurés sont les suivants :
- consultation du compte fiscal
- messagerie sécurisée
- paiement en ligne
- déclaration en ligne
- simulateur de l’impôt sur le revenu
Cet indicateur est mesuré au niveau national.";Oui;;Taux;%;IND-109;"Multi Barres";Evolution;2;17;"lun 04/04/2022 - 12:22";Oui
DGDDI;"Délai moyen d’immobilisation des marchandises dédouanées dans la journée";"délai moyen d’immobilisation des marchandises";performance;"données trimestrielles issues des applications de dédouanement. Le délai d’immobilisation est celui qui s’écoule entre le moment où une déclaration est validée par l’opérateur et le moment où cette déclaration obtient le statut « libéré »";Oui;;Temporel;minute;IND-141;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Droit des contrats (hors baux), moins de 10 000 euros : durée moyenne";"Durée moyenne d'une procédure Droit des contrats (< 10K€)";performance;"Source : Ministère de la Justice / SG / SEM / SDSE / Exploitation statistique du Répoertoire Général Civil";Oui;;Temporel;mois;IND-173;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Délai moyen de traitement des aides délivrées par l'ADEME";"Délai moyen de traitement des aides délivrées par l'ADEME";performance;"Délai moyen entre demande d'aide et engagement juridique à fin 2020 calculé sur les 12 derniers mois";Oui;;Temporel;jour;IND-205;"Unique Valeur";Evolution;0;2;"lun 04/04/2022 - 12:22";Oui
"POLE EMPLOI";"Nombre de demandeurs d'emploi (DEFM A)";"Nombre de demandeurs d'emploi";performance;"Mois d'observation : décembre 2019";Non;;Nombre;personne;IND-237;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Universités et écoles";"Taux d'insertion professionnelle à 18 mois des diplômés 2016 de licence - Sciences humaines et sociales";"Taux d'insertion professionnelle des diplômés 2016 licence Sciences humaines sociales";performance;"MESRI-SIES (enquête d'insertion professionnelle à 18 et 30 mois des diplômés des diplômes d'université)";Oui;;Taux;%;IND-269;"Multi Barres";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE";"Satisfaction globale pour le site internet";"Taux de satisfaction globale relatif au site web";satisfaction;"Satisfaction globale pour le site Internet (annuelle). 
L'indicateur exprime le pourcentage de personnes, ayant eu un contact récent avec la CNMSS (moins d'un an) et ayant déclaré être très satisfaites ou satisfaites sur ce canal (sur la base d'une question générale proposée lors d’une enquête de satisfaction).
Enquête téléphonique 2019 menée du 18 novembre au 24 décembre - 930 répondants";Oui;;Taux;%;IND-24;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux de satisfaction lié aux démarches du système d'information relatif aux équidés";"Taux de satisfaction lié aux démarches du système d'information relatif aux équidés";satisfaction;"Enquête téléphonique sur panel de 563 clients SIRE - périmètre: toutes les démarches SIRE*
*Le système d’information relatif aux équidés";Oui;;Taux;%;IND-56;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction du délai d’attente";"Satisfaction du délai d’attente avant le don";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-88;"Multi Barres";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
CNAF;"Délai de traitement moyen des minima sociaux";"Délai de traitement moyen des minima sociaux";performance;"Proportion de pièces relatives à la gestion courante des dossiers de minima sociaux ou relatives à une demande de minimum social qui ont été traitées dans un délai inférieur à 10 jours ouvrés à partir de janvier 2014 (l’indicateur est mesuré en jours calendaires avant cette date).
Il s’agit, pour les pièces relatives à la gestion courante des dossiers de minima sociaux ou relatives à une demande de minimum social, du rapport entre le nombre de pièces traitées dans un délai inférieur à 10 jours ouvrés à partir de janvier 2014 (l’indicateur est mesuré en jours calendaires avant cette date) et le nombre total de pièces traitées.";Oui;;Temporel;jour;IND-120;"Multi Barres";Evolution;3;2;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Taux d’avis positifs sur la qualité de la réponse apportée par courriel";"Taux d’avis positifs sur la qualité de la réponse par courriel";satisfaction;"Issu de l’enquête de satisfaction menée auprès de 1 300 particuliers ayant sollicité le Casier judiciaire national par courriel en mars 2019";Oui;;Taux;%;IND-152;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAM;"Délai d'attente moyen pour parler à un conseiller";"Délai d'attente moyen pour parler à un conseiller";performance;"Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
En 2020, ce baromètre a été dématérialisé et envoyé par e-mail, 51 000 assurés y ont répondu.

Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
L’enquête de satisfaction nationale 2018 est analysée à partir d’une base de 1 254 répondants pour un envoi de 6 000 questionnaires, soit un taux de retour de 20,9.";Oui;;Temporel;minute;IND-184;"Multi Barres";Evolution;14;29;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Pourcentage de primes versées à des concessionnaires parmi les primes payées";"Pourcentage de primes versées à des concessionnaires parmi les primes payées";performance;;Oui;;Taux;%;IND-216;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
URSSAF;"Note de satisfaction globale";"Note de satisfaction globale";satisfaction;"Note de satisfaction globale : évaluation réalisée dans le cadre de l'enquête de satisfaction annuelle portant sur un échantillon de 200 000 cotisants. Réponse à la question ""quelle note globale de 0 à 10 donneriez-vous à votre Urssaf ?""";Oui;;Note;10;IND-248;"Multi Barres";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Culture";"Délai global de paiement";"Délai global de paiement des DRAC pour la commande publique";performance;"Délai entre la plus récente des 2 dates suivantes : réception de la facture ou réalisation du service fait d’une part, et paiement d’autre part.
Source de l’indicateur : Chorus";Oui;;Nombre;unité;IND-280;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
INSEE;"Facilité de compréhension des informations diffusées sur le site Insee.fr";"Facilité de compréhension des informations diffusées sur le site Insee.fr";satisfaction;"Source : enquête annuelle « Image » auprès des visiteurs du site « Insee.fr », octobre 2021";Oui;;Taux;%;IND-3;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Réseau des rectorats et DSDEN";"Taux de demande de bourse réalisé en ligne pour les élèves scolarisés en lycée";"Taux de demande de bourse réalisé en ligne pour les élèves scolarisés en lycée";performance;;Oui;;Taux;%;IND-99;"Multi Barres";Evolution;4;8;"lun 04/04/2022 - 12:22";Oui
"France services";"Temps d'attente moyen avant la prise en charge par un agent";"Temps d'attente moyen avant la prise en charge par un agent";performance;;Oui;;Temporel;minute;IND-131;"Multi Barres";Evolution;0;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Délai de traitement des demandes d'aide juridictionnelle en jours";"Délai de traitement des demandes d’aide juridictionnelle";performance;"Délai de traitement établi en jours, selon la cour d’appel.
Mise à jour 2018.";Oui;;Temporel;jour;IND-163;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CCMSA;"x% de vos appels sont pris en charge par un de nos agents";"Taux d'appels pris en charge par un agent";performance;"Enquête nationale de satisfaction & données trimestrielles de pilotage";Oui;;Taux;%;IND-195;"Multi Barres";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Nombre de demandes déposées par des organismes";"Nombre de demandes déposées par des organismes";performance;"Extractions i-CITES du 1er janvier au 30 novembre 2020 - Nombre de demandes : 1469";Oui;;Nombre;demande;IND-227;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"POLICE NATIONALE";"La pré-plainte en ligne, l'assurance d'un rendez-vous dans les 10 jours dans plus de x % des cas";"Taux d'obtention d'un rdv dans les 10 jours suite pré-plainte";performance;"Données 4ème trimestre 2019 issues de la base de données figurant au sein de l’outil LRPPN";Oui;;Taux;%;IND-259;"Multi Barres";Evolution;5;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Compréhension suite à l'aide apportée";"Taux de répondants ayant compris les explications fournies sur la procédure";satisfaction;"Source: Ministère de la justice/SADJAV. Méthodes: nombre de personnes déclarant avoir compris les explications fournies / nombre total de répondants à l'enquête de satisfaction exprimé en %";Oui;;Taux;%;IND-291;;Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAV;"Taux de satisfaction globale concernant la demande de retraite en ligne";"Taux de satisfaction globale concernant la demande de retraite en ligne";satisfaction;;Oui;;Taux;%;IND-14;"Multi Barres";Evolution;1;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Contrats aidés : AU Durée moyenne d'attente";"Durée moyenne d’attente au téléphone concernant les contrats aidés";performance;"Temps moyen d'attente dans le cadre du recours à l'assistance utilisateurs";Oui;;Temporel;minute;IND-46;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux de mention à l'examen du Brevet de technicien supérieur agricole (BTSA)";"Taux de mention à l'examen du Brevet de technicien supérieur agricole (BTSA)";performance;"DECIEA, décisionnel de l'enseignement agricole";Oui;;Taux;%;IND-78;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
DGFIP;"Taux de demandes de remboursement de crédit de TVA ayant reçu une réponse favorable traitées dans un délai de 30 jours";"Taux de demandes de remboursemt de crédit de TVA avec réponse favorable traitées en 30j";performance;"Données issues du SI de la DGFIP";Oui;;Taux;%;IND-110;"Multi Barres";Evolution;10;31;"lun 04/04/2022 - 12:22";Oui
DGDDI;"Pouvez-vous préciser votre niveau de satisfaction concernant l’engagement suivant : nous assurons la lisibilité des informations disponibles sur nos publications et notre site internet";"Taux de satisfaction relatif à la lisibilité des informations (publications et site)";satisfaction;"Pouvez-vous préciser votre niveau de satisfaction concernant l’engagement suivant : nous assurons la lisibilité des informations disponibles sur nos publications et notre site internet";Oui;;Taux;%;IND-142;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Droit des contrats (hors baux), plus de 10 000 euros : durée moyenne";"Durée moyenne d'une procédure Droit des contrats (> 10K€)";performance;"Source : Ministère de la Justice / SG / SEM / SDSE / Exploitation statistique du Répoertoire Général Civil";Oui;;Temporel;mois;IND-174;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Part des paiements des aides de l'ADEME respectant l’objectif de paiement de 60 jours";"Part des paiements des aides de l'ADEME respectant l’objectif de paiement de 60 jours";performance;;Oui;;Taux;%;IND-206;"Unique Valeur";Evolution;0;1;"lun 04/04/2022 - 12:22";Oui
"POLE EMPLOI";"Taille moyenne des portefeuille renforcés";"Taille moyenne des portefeuille renforcés";performance;"Mois d'observation : décembre 2019";Non;;Nombre;personne;IND-238;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Universités et écoles";"Taux d'insertion professionnelle à 18 mois des diplômés 2016 de licence - Sciences-Technologies-Santé";"Taux d'insertion professionnelle des diplômés 2016 licence Sciences Technologies Santé";performance;"MESRI-SIES (enquête d'insertion professionnelle à 18 et 30 mois des diplômés des diplômes d'université)";Oui;;Taux;%;IND-270;"Multi Barres";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE";"Taux d'efficacité de l'accueil téléphonique";"Taux d'appels pris en charge";performance;"L’indicateur mesure le taux d'appels aboutissant à la mise en relation avec un agent de la CNMSS.";Oui;;Taux;%;IND-25;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux d'appels aboutis dans les horaires d'ouverture";"Taux d'appels aboutis dans les horaires d'ouverture";performance;"Relevé de l'outil de plateforme téléphonique";Oui;;Taux;%;IND-57;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction du délai d’attente - Ensemble des donneurs (sites mobiles+sites fixes)";"Satisfaction du délai d’attente avant le don";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-89;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAF;"Taux de satisfaction globale de l'accueil (Caf ou partenaire)";"Taux de satisfaction relatif à l'accueil";satisfaction;"Ces indicateurs illustrent la démarche d’association des usagers initiée par la Branche. En effet, le réseau des Caf organise des tests usagers réguliers dans le but d’évaluer la satisfaction de son offre de service. L’évolution des indicateurs retenus nous permettra d’évaluer l’efficacité de nos actions sur la satisfaction des usagers.";Oui;;Taux;%;IND-121;"Multi Barres";Evolution;3;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Délai de délivrance des extraits de casier judiciaire aux personnes nées en France demandés par internet";"Délai de délivrance des extraits de casier judiciaire - personnes nées en France";performance;"Estimation, à partir de tests réguliers faits par le Casier judiciaire national. Le traitement de ces demandes est totalement automatique et immédiat.";Oui;;Temporel;minute;IND-153;"Unique Valeur";Evolution;1;1;"lun 04/04/2022 - 12:22";Oui
CNAM;"Délai de remboursement FSE Assurés au 9ème décile en jours";"Délai de remboursement d’une feuille de soins électronique";performance;"Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
En 2020, ce baromètre a été dématérialisé et envoyé par e-mail, 51 000 assurés y ont répondu.

Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
L’enquête de satisfaction nationale 2018 est analysée à partir d’une base de 1 254 répondants pour un envoi de 6 000 questionnaires, soit un taux de retour de 20,9.";Oui;;Temporel;jour;IND-185;"Multi Barres";Evolution;14;16;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Part de véhicules neufs parmi les primes payées";"Part de véhicules neufs parmi les primes payées";performance;;Oui;;Taux;%;IND-217;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
URSSAF;"Taux de satisfaction global";"Taux de satisfaction global";satisfaction;"Taux de satisfaction global : évaluation réalisée dans le cadre de l'enquête de satisfaction annuelle portant sur un échantillon de 200 000 cotisants. Réponse à la question ""Globalement, quel est votre degré de satisfaction sur la qualité du service rendu ? "".";Oui;;Taux;%;IND-249;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Culture";"Taux de réussite en licence";"Taux de réussite en licence";performance;"Nombre d'étudiants inscrits ayant obtenu leur diplôme. Source : TAIGA";Oui;;Taux;%;IND-281;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
INSEE;"Taux d'appels aboutis relatifs à des demandes d'information";"Taux d'appels aboutis relatifs à des demandes d'information";performance;"Source : plateforme de l'Insee de réponse aux appels téléphoniques, second semestre 2021";Oui;;Taux;%;IND-4;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Réseau des rectorats et DSDEN";"Taux de décroché téléphonique";"Taux de décroché téléphonique";performance;;Oui;;Taux;%;IND-100;"Multi Barres";Evolution;1;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Culture";"Taux de démarches accessibles en ligne";"Taux de démarches accessibles en ligne";performance;"120 démarches dématérialisées sur environ 150 démarches recensées (hors démarches Établissements publics : CNC, CNL, CNV…)";Oui;;Taux;%;IND-132;;Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Accueil attentif et courtois (satisfaction)";"Taux de satisfaction relatif à l'accueil & à la courtoisie";satisfaction;"Le ministère de la Justice fait partie des premiers réseaux concernés par le programme de transparence. A ce titre, pour cette année 2018, il a recueilli la satisfaction de l’usager dans 7 juridictions (Angers, Annecy, Béthune, Rennes, Reims, Pontoise, Montpellier). L’expérimentation sera reconduite et étendue en 2019.";Oui;;Taux;%;IND-164;"Multi Barres";Evolution;0;3;"lun 04/04/2022 - 12:22";Oui
CCMSA;"x% de vos emails sont traités sous 48h";"Taux d'emails traités sous 48h";performance;"Enquête nationale de satisfaction & données trimestrielles de pilotage";Oui;;Taux;%;IND-196;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Nombre de demandes déposées par des particuliers";"Nombre de demandes déposées par des particuliers";performance;"Extractions i-CITES du 1er janvier au 30 novembre 2020 - Nombre de demandes : 2315";Oui;;Nombre;demande;IND-228;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"POLICE NATIONALE";"Le délai moyen de prise en charge de l'usager est en moyenne x minutes après votre arrivée au commisariat";"Délai moyen de prise en charge de l’usager après son accueil";performance;"Données 4ème trimestre 2019 issue de la base de données figurant au sein de l’outil MCI/N-MCI";Oui;;Temporel;minute;IND-260;"Multi Barres";Evolution;3;5;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Proximité domicile - structure point-justice";"Taux de répondants satisfaits de la distance entre leur domicile et le point-justice";satisfaction;"Source: Ministère de la justice/SADJAV. Méthodes: nombre de personnes se déclarant satisfaites de la proximité du point-justice par rapport à leur domicile / nombre total de répondants à l'enquête de satisfaction exprimé en %";Oui;;Taux;%;IND-292;;Evolution;;;"lun 04/04/2022 - 12:22";Oui
"CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE";"Délai moyen de mise en relation téléphonique avec un conseiller";"Délai moyen de mise en relation téléphonique avec un conseiller";performance;"L’indicateur mesure le taux d'appels aboutissant à la mise en relation avec un agent de la CNMSS.";Oui;;Temporel;seconde;IND-15;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Apprentissage : AU- Durée moyenne d'attente";"Durée moyenne d’attente au téléphone concernant l'apprentissage";performance;"Temps moyen d'attente dans le cadre du recours à l'assistance utilisateurs";Oui;;Temporel;minute;IND-47;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux de mention à l'examen du Certificat d'aptitude professionnel agricole (CAPA)";"Taux de mention à l'examen du Certificat d'aptitude professionnel agricole (CAPA)";performance;"DECIEA, décisionnel de l'enseignement agricole";Oui;;Taux;%;IND-79;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
DGFIP;"Taux de demandes de restitution de trop perçu d’impôt sur les sociétés ayant reçu une suite favorable traitées dans un délai de 30 jours";"Tx de demandes de restitution de trop perçu d’IS avec réponse favorable traitées en 30j";performance;"Données issues du SI de la DGFIP";Oui;;Taux;%;IND-111;"Multi Barres";Evolution;4;17;"lun 04/04/2022 - 12:22";Oui
DGDDI;"Quel est votre niveau global de satisfaction vis à vis de l’ensemble de nos services ?";"Taux de satisfaction globale";satisfaction;"taux issu de l’enquête annuelle de satisfaction réalisée par la DGDDI. Pourcentage de « satisfaits et « très satisfait » sur 1181 répondants (modification du mode de diffusion de l’enquête en 2020).";Oui;;Taux;%;IND-143;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Taux de satisfaction globale des Propriétaires occupants - Demande de subvention pour travaux";"Taux de satisfaction des Propriétaires occupants - Demande de subvention pour travaux";satisfaction;"Données recueillies sur le site de l'observatoire de la qualité de la démarche en ligne, entre le 1er janvier 2020 et le 31 décembre 2020, auprès de 4 562 internautes (monprojet.anah.gouv.fr). Le taux de satisfaction d'une démarche est calculé à partir des réponses des internautes à la question « Comment s'est passée cette démarche pour vous ? ». 
https://observatoire.numerique.gouv.fr/observatoire/";Oui;;Note;10;IND-207;"Unique Valeur";Evolution;2;0;"lun 04/04/2022 - 12:22";Oui
"POLE EMPLOI";"Taille moyenne des portefeuille guidés";"Taille moyenne des portefeuille guidés";performance;"Mois d'observation : décembre 2019";Non;;Nombre;personne;IND-239;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Universités et écoles";"Taux d'insertion professionnelle à 18 mois des diplômés 2016 de master - Droit-Economie-Gestion";"Taux d'insertion professionnelle des diplômés 2016 de master - Droit-Economie-Gestion";performance;"MESRI-SIES (enquête d'inssertion professionnelle à 18 et 30 mois des diplômés des diplômes d'université)";Oui;;Taux;%;IND-271;"Multi Barres";Evolution;2;0;"lun 04/04/2022 - 12:22";Oui
"CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE";"Taux de satisfaction globale des bénéficiaires";"Taux de satisfaction globale des bénéficiaires";satisfaction;"L'indicateur exprime le pourcentage de personnes, ayant eu un contact récent avec la CNMSS (moins d'un an) et ayant déclaré être très satisfaites ou satisfaites sur la base d'une question générale proposée lors d’une enquête.";Oui;;Taux;%;IND-26;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux de satisfaction lié à l'accueil téléphonique";"Taux de satisfaction lié à l'accueil téléphonique";satisfaction;"Enquête téléphonique sur panel de 121 clients des démarches SIRE - périmètre: toutes les démarches SIRE";Oui;;Taux;%;IND-58;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Etablissement Français du Sang";"Note de satisfaction du délai d’attente - sites fixes";"Satisfaction du délai d’attente avant le don";satisfaction;"Issu de l'enquête de satisfaction menée auprès de plus de 33 000 donneurs ayant donné leur sang au cours de l'année 2019";Oui;;Note;10;IND-90;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAF;"Taux de satisfaction globale des échanges de courriels";"Taux de satisfaction relatif aux échanges de courriels";satisfaction;"Ces indicateurs illustrent la démarche d’association des usagers initiée par la Branche. En effet, le réseau des Caf organise des tests usagers réguliers dans le but d’évaluer la satisfaction de son offre de service. L’évolution des indicateurs retenus nous permettra d’évaluer l’efficacité de nos actions sur la satisfaction des usagers.";Oui;;Taux;%;IND-122;"Multi Barres";Evolution;1;1;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Délai de délivrance des extraits de casier judiciaire aux personnes nées hors de France demandés par internet";"Délai de délivrance des extraits de casier judiciaire - personnes nées hors de France";performance;"Calcul de la moyenne du délai de traitement des extraits de casier judiciaire aux personnes nées hors de France, à partir du délai journalier suivi par le Casier judiciaire national";Oui;;Temporel;jour;IND-154;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
CNAM;"Taux de mails répondus en 48h ouvrés";"Taux de mails répondus en 48h ouvrés";performance;"Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
En 2020, ce baromètre a été dématérialisé et envoyé par e-mail, 51 000 assurés y ont répondu.

Chaque année, l’Assurance Maladie mesure la satisfaction de ses assurés.
L’enquête de satisfaction nationale 2018 est analysée à partir d’une base de 1 254 répondants pour un envoi de 6 000 questionnaires, soit un taux de retour de 20,9.";Oui;;Taux;%;IND-186;"Multi Barres";Evolution;7;15;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Part de véhicules d'occasion parmi les primes payées";"Part de véhicules d'occasion parmi les primes payées";performance;;Oui;;Taux;%;IND-218;"Unique Valeur";Evolution;1;0;"lun 04/04/2022 - 12:22";Oui
URSSAF;"Taux d'appels ayant donné lieu à une conversation téléphonique";"Taux d'appels téléphoniques aboutis";performance;"Taux d'appels téléphoniques aboutis : indicateur calculé en rapportant le nombre d'appels ayant obtenu une réponse au nombre total d'appels";Oui;;Taux;%;IND-250;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Culture";"Taux de réussite en master";"Taux de réussite en master";performance;"Nombre d'étudiants inscrits ayant obtenu leur diplôme. Source : TAIGA";Oui;;Taux;%;IND-282;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
INSEE;"Taux de réponse en moins de 72h aux demandes d'information par courriel";"Taux de réponse en moins de 72h aux demandes d'information par courriel";performance;"Source : plateforme de l'Insee de réponse aux demandes par courriel, second semestre 2021";Oui;;Taux;%;IND-5;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Ministère de l'Agriculture et de l'Alimentation";"Taux d'insertion professionnelle à 7 mois pour le Certificat d'aptitude professionnel agricole (CAPA)";"Taux d'insertion professionnelle à 7 mois pour le CAPA";performance;"Commentaire : Enquête 2019 des diplômés en 2018";Oui;;Taux;%;IND-69;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
"Réseau des rectorats et DSDEN";"Note au baromètre Marianne";"Note au baromètre Marianne";performance;;Oui;;Taux;%;IND-101;"Multi Barres";Evolution;3;5;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Culture";"Taux de recommandation du portail";"Taux de recommandation du portail";performance;"Taux mesuré sur 1 028 réponses 
 (sur un total de 9 597 usagers interrogés)";Oui;;Taux;%;IND-133;"Multi Barres";Evolution;0;2;"lun 04/04/2022 - 12:22";Oui
"Ministère de la Justice";"Baux moins de 10 000 euros : durée moyenne";"Délai moyen d'une procédure (Baux < 10 000€)";performance;"Source : Ministère de la Justice / SG / SEM / SDSE / Exploitation statistique du Répoertoire Général Civil";Oui;;Temporel;mois;IND-165;"Multi Barres";Evolution;4;2;"lun 04/04/2022 - 12:22";Oui
CCMSA;"Vous êtes x% à percevoir votre retraite le mois suivant la date de votre départ";"Taux d’usagers percevant leur retraite dans le mois suivant la date de départ";performance;"Enquête nationale de satisfaction & données trimestrielles de pilotage";Oui;;Taux;%;IND-197;"Multi Barres";Evolution;;;"lun 04/04/2022 - 12:22";Oui
MTE-MCTRCT;"Nombre de demandes déposées par des sociétés";"Nombre de demandes déposées par des sociétés";performance;"Extractions i-CITES du 1er janvier au 30 novembre 2020 - Nombre de demandes : 78791";Oui;;Nombre;demande;IND-229;"Unique Valeur";Evolution;;;"lun 04/04/2022 - 12:22";Oui
